,id,minimum_lease,maximum_lease,daily_price,monthly_price,weekend_price,weekly_price,is_hourly_enabled,hourly_price,seo_title,title,description,seo_description,neighborhood,city,postal_code,space_type,location_type,primary_features__c,ideal_for__c,city_slug
3459,35275,1,,1663.0,33260.0,1663.0,8315.0,False,,,Exclusive event space in the Heart of Amsterdam,"Our venue is located in the heart of Amsterdam, close to the vibrant Utrechtsestraat and iconic Amstel River. The venue offers an impressive view on the charming and green square. 

The space of 170m2 on the ground floor offers a boardroom for up to 18 people with a flexible set-up and lots of daylight due to the large ceiling-to-floor Art Nouveau windows. Two additional break-out rooms are located at the back of the building and offer a view on our garden. The space is perfect for private dining, product launches, creative sessions, and workshops, among many other functions. 


The venues is easily accessible by bike and public transport. It will take you less than 15 minutes by metro line 52 - or ‘Noord/Zuidlijn’ - from Zuidas business district. Public parking is available in the area.",,,Amsterdam,1017 XM,Event Space,,Furniture;Electricity;Heating;Kitchen;Lighting;Street Level;Internet;Sound & Video Equipment;Toilets;Stunning View;Ground Floor;Daylight;Garden;Multiple Rooms;Terrace,Private Sale;Product Launch;Food Event;Corporate Event;Meeting,amsterdam
3460,10240,140,252.0,,4000.0,,,False,,Pop-Up Ruimte in Centraal Amsterdam,Pop-Up Ruimte in Centraal Amsterdam,"Deze ruimte van 53 m² bevindt zich op slechts een steenworp afstand van de beroemde Dam en bevindt zich in één van de hoogste voetgangerszones van de stad. Met het aantal dagelijkse voorbijgangers is deze locatie perfect geschikt om uw pop-up store tot een spetterend succes te maken.

De in het oog springende gevel van dit gebouw maakt deze begane grond ruimte zowel toegankelijk als zeer verhandelbaar voor alle voorbijgangers.

Deze minimalistische ruimte, met een nieuw ontworpen interieur, is ongelooflijk uitnodigend als plek voor je volgende pop-up store. Het is uitgerust met kledingrekken, planken, geluidssysteem en alles wat uw winkel nodig heeft.

Neem nu contact op om gebruik te maken van deze fantastische plug-en-play mogelijkheid.",Deze ruimte van 65 m² bevindt zich op slechts een steenworp afstand van de beroemde Dam en bevindt zich in één van de hoogste voetgangerszones van de stad.,Historic City Center,Amsterdam,1012 CD,Boutique / Shop,,Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Lighting;Street Level;Internet;Window Display;Sound & Video Equipment;Toilets;Ground Floor,Private Sale;Pop-Up Store;Fashion Showroom,amsterdam
3573,30911,7,28.0,,4000.0,,1000.0,False,,,Beautiful space near Museum Plein,"Big, bright, industrial 110m2 gallery space in the heart of Amsterdam, around the corner of Museumplein (Stedelijk Museum, Rijksmuseum). Easily reachable by public transport, bike or car.",,,Amsterdam,1071 TV,Creative Space,,Furniture;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Street Level;Internet;Office Equipment;Stunning View;Ground Floor;Daylight;Industrial;Large Door Entrance;Multiple Rooms,Fashion Show;Private Sale;Product Launch;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Shop Share;Photo Shooting,amsterdam
3623,11402,28,,,2500.0,,,False,,Knusse Ruimte in de Haarlemmerbuurt,Knusse Ruimte in de Haarlemmerbuurt,"Deze ruimte van 60 m² bevindt zich in een drukke buurt van Amsterdam en biedt de mogelijkheid uw perfecte pop-up te hosten en wordt meteen het nieuwe gezicht van uw merk, voor uw doelgroep.

Deze gelijkvloerse ruimte bevindt zich op een manier die anacht voor uw ruimte garandeert en zorgt voor de perfecte weergave van uw volgende pop-upwinkel.

Deze klassieke ruimte past erg goed in de omgeving. Het is uitgerust met alle benodigde ondersteuning, zoals kledingrekken, mannequins en meer voor je pop-up store. Het creëert het gevoel in je eigen zone te zijn, terwijl je nog steeds een integraal onderdeel bent van de levendige drukte van de stad.","Deze ruimte van 60 m² bevindt zich in een drukke buurt van Amsterdam en biedt de mogelijkheid uw perfecte pop-up te hosten en wordt meteen het nieuwe gezicht van uw merk, voor uw doelgroep.",Haarlemmerbuurt,Amsterdam,1013 EM,Boutique / Shop,,Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Street Level;Internet;Window Display;Office Equipment;Toilets;Ground Floor,Pop-Up Store,amsterdam
3637,35406,1,2.0,500.0,,,,False,,,First floor space for meetings and events.,"Step into our vibrant venues designed for your diverse needs. Whether it's professional meetings, laid-back group dinners, or lively parties, our venues set the perfect stage for your event aspirations.

Embracing nature's charm, our restaurant exudes cozy vibes with organic textures, warm hues and sustainable elements for a comforting ambiance",,,Amsterdam,1091 GP,Restaurant / Bar / Cafe,,Furniture;Heating;Kitchen;Lighting;Internet;Sound & Video Equipment;Toilets;Bar;Daylight;Liquor Licence;Water Access,Product Launch;Food Event;Photoshoot & Filming;Food & Beverage;Meeting;Photo Shooting,amsterdam
3670,34955,2,7.0,400.0,,450.0,2750.0,False,,,Gallery boutique,"This cosy gallery boutique space in the gallery street of Amsterdam. 
Perfect for a short period pop-up store or pop-up art gallery.",,,Amsterdam,1016 SR,Art Gallery,,Counters;Electricity;Street Level;Internet;Window Display;Toilets;Ground Floor,Private Sale;Art Opening;Product Launch;Pop-Up Store;Corporate Event;Photoshoot & Filming;Shop Share,amsterdam
3682,35132,2,28.0,160.0,2400.0,320.0,800.0,False,,,Boutique/Pop-Up/Showroom/Studio in the Jordaan District,"This charming 45m2 boutique/studio space is ideal for pop-ups, galleries, or workspace. Situated in the heart of the trendy Jordaan area, right across from the Anne Frank House, it enjoys a high volume of foot traffic. Featuring original brick walls, painted all white, the interior is adorned with a tulip table and many chairs available. The space also boasts a fully equipped kitchen and a restroom for convenience. *The curtain is recently placed to cover the kitchen.",,,Amsterdam,1015 SZ,Boutique / Shop,,Furniture;Electricity;Heating;Kitchen;Lighting;Street Level;Internet;Office Equipment;Toilets;Ground Floor;Water Access,Private Sale;Art Opening;Pop-Up Store;Fashion Showroom;Meeting;Office,amsterdam
3712,35205,1,,450.0,6750.0,450.0,2250.0,False,,,White box space Jordaan,"Deze lichte en ruime kunstgalerie bevindt zich in het bruisende deel van de Jordaan. De minimalistische ruimte is gelegen op de begane grond van een typisch Amsterdams pand en heeft een verrassend groot raam, waardoor een lichte ambiance ontstaat.

Met hoge plafonds, en een betonnen gietvloer vloeren is deze ruimte zeer smaakvol en uniek. De totale oppervlakte is 58 m² en verdeeld over een voor- en achterruimte, gescheiden door een wand. Het is volledig plug-and-play met schijnwerpers en witte muren.

Met basisvoorzieningen als een keuken, en kantoorbendogdheden, is deze ruimte ideaal als showroom voor pop-up events, productlanceringen en andere type bijeenkomsten.
Gelegen in het hart van de Jordaan vlakbij de 9-straatjes in een straat met verschillende winkels en galeries, profiteert deze ruimte van veel passerende mensen.",,,Amsterdam,1016 SR,Art Gallery,,Furniture;Fitting Rooms;Heating;Kitchen;Lighting;Street Level;Internet;Window Display;Office Equipment;Toilets;Ground Floor;Daylight,Private Sale;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Photo Shooting,amsterdam
3743,34128,4,56.0,325.0,6000.0,375.0,2000.0,False,,,Prime Prinsengracht Corner Location opposite Anne Frank House,"This prime corner location opposite the Anne Frank House has a dual east-west aspect providing ample natural light.  The space has a versatile configuration with a small kitchen and restroom, basement storage and a large retail counter. 


At the ground level of an ultra-high visibility Rijksmonument, the store has double doors opening onto the Prinsengracht offering high volumes of pedestrian traffic. Large windows look out onto both the Prinsengracht and the Bloemgracht. 


With high ceilings, exposed 17th-century beams and original marble flooring, this is a unique space in central Amsterdam at the junction of the Jordaan and the Canal Ring.


Please note that this property has a number of restrictions due to being zoned  “Gemengd - 1”. Specifically no bars, cafés or restaurants (""Horeca"") are permitted.  And since the retail space is below a residential apartment, there are noise and hour restrictions. So only between 09:00 hrs and 19:00 hrs unless by pricier agreement. 

Furthermore, the building is a Rijksmonument located within the UNESCO Canal Ring. So there are restrictions on the use of external signage and decorations, even temporarily.


The space can be rented for a minimum period of 4 days to 30 days. Longer periods are possible on request. 

The four day weekend rental period runs from Friday (+/- 0830h) to Monday (+/- 18h)
The basic price is € 300 per day (minimum 4 days weekend days € 350), € 1,400 (plus btw) per week and € 2,500 (plus btw) per 2 consecutive weeks. A surcharge of 30% applies from September to December.",,,Amsterdam,1016 HA,Boutique / Shop,,Counters;Electricity;Heating;Lighting;Stock Room;Street Level;Internet;Window Display;Toilets;Stunning View;Ground Floor;Large Door Entrance;Water Access,Private Sale;Art Opening;Product Launch;Pop-Up Store;Corporate Event;Photoshoot & Filming;Meeting;Office;Photo Shooting,amsterdam
3758,35230,1,,325.0,4875.0,375.0,1625.0,False,,,Spacious and well-equipped studio - the ideal canvas for your creativity,"🌟 Introducing Our Studio Space in the Heart of Amsterdam 🌟

Our goal is to connect people with local culture, & the spaces we all share, through thoughtful visual storytelling. 

Located in the vibrant heart of Amsterdam, our spacious and well-equipped studio is the ideal canvas for your creativity. Whether you're into painting, pottery, photography, or any other artistic endeavor, we invite you to host your classes in our inspiring setting.",,,Amsterdam,1016 TV,Atelier / Workshop Studio,,Furniture;Garment Rack;Electricity;Heating;Lighting;Street Level;Internet;Toilets;Ground Floor;Bathroom,Art Opening;Late Night Event (after 10pm);Product Launch;Corporate Event;Photoshoot & Filming;Meeting;Shop Share;Photo Shooting,amsterdam
3786,30320,1,,750.0,12000.0,695.0,3500.0,True,165.0,,Modern and hip studio in the Jordaan,"This is a modern studio in the middle of the bustling Jordaan, a unique place in the center of Amsterdam. Step inside and immediately feel at home in this space with natural materials and soft colours. It has a modern and elegant look.

It is the perfect environment for creative inspiring events such as product launches, meetings, mooring days, shoots and workshops. The space of 115 m2 has a spacious lounge at the front. Thanks to the large doors with lots of glass, an abundance of natural daylight enters. The rear is the meeting area with a nice large conference table and kitchenette.

In order to respond to specific wishes, we like to create the ideal setting for your day.
It has all the necessary facilities, such as a presentation screen, booklets & pens and a Sonos system. With high level services, a personal hostess and our regular caterers (the location has a large catering kitchen), we make your meeting or event complete and completely according to your wishes!


Interested in our studio?

We are always available for specific questions and are happy to advise. Feel free to call or email for the possibilities.

You can also take a look at our website for more information.",,,Amsterdam,1015 KB,Event Space,,Air Conditioning;Furniture;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Stock Room;Street Level;Internet;Sound & Video Equipment;Toilets;Ground Floor;Bar;Daylight;Liquor Licence;Large Door Entrance;Multiple Rooms;Water Access;Terrace,Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Photo Shooting,amsterdam
