,id,minimum_lease,maximum_lease,daily_price,monthly_price,weekend_price,weekly_price,is_hourly_enabled,hourly_price,seo_title,title,description,seo_description,neighborhood,city,postal_code,space_type,location_type,primary_features__c,ideal_for__c,city_slug
3442,10142,2,,2500.0,30000.0,2500.0,12500.0,False,,Showroom contemporain dans Le Marais,Showroom contemporain dans Le Marais,"Ce superbe espace, design, parfaitement modulable, de 210m² et composé de deux pièces distinctes mais communicantes vous est proposé en location Éphémère afin d’y organiser vos prochains Showrooms, Pop-Up Stores, Boutiques Ephémères, Lancements de Produits/Marques, Ventes Privées, Expositions, Shootings, Cocktails ou Réunions Professionnelles…
Cet espace est composé de deux niveaux de 125 m2 au RDC et de 85 m2 au 1er étage.
Une élégante et large devanture noire dotée de nombreuses fenêtres façon « atelier d’artiste » attise notre curiosité.

Nous découvrons un magnifique lieu habillé d’un parquet moderne clair moucheté finement de noir, de longs murs blancs, de fenêtres tout en longueur et présentes sur les deux côtés pour laisser à la clarté naturelle le plaisir de s’y inviter à loisir et le tout soutenu par de nombreux spots enchâssés au plafond, ou sur rail, pour une agréable ambiance et une bonne mise en valeur de vos présentations. Puis nous nous dirigeons vers sa charmante voisine parée des mêmes attributs et tout aussi lumineuse. Ajoutons à cela un mobilier sobre, tendance et un adorable corner cuisine et nous obtenons une complice aux mille et une possibilités d’agencement pour accompagner vos futurs évènements.

Notre intéressé est situé au coeur du Marais.","Ce superbe espace, design, parfaitement modulable, de 130m² et composé de deux pièces distinctes mais communicantes vous est proposé en location Éphémère afin d’y organiser vos prochains Showrooms, Pop-Up Stores, Boutiques Ephémères, Lancements de Produits/Marques, Ventes Privées, Expositions, Shootings, Cocktails ou Réunions Professionnelles…
Une élégante et large devanture noire dotée de nombreuses fenêtres façon « atelier d’artiste » attise notre curiosité.",Le Marais,Paris,75003,Apartment / Loft,,Air Conditioning;Furniture;Garment Rack;Electricity;Heating;Kitchen;Lighting;Street Level;Internet;Toilets;Ground Floor;Daylight;Industrial;Multiple Rooms,Late Night Event (after 10pm);Corporate Event,paris
3444,33182,4,168.0,307.0,6650.0,307.0,2005.0,False,,,Pop-up / Boutique dans le 9ème arrondissement,"Située dans le 9ème arrondissement proche de Montmartre et de Pigalle, cette superbe boutique a été entièrement rénovée cette année.

Ce pop-up de 70m2 est composé d’une pièce principale de 45m2, côté rue, avec une vitrine de 8 mètres de long et d’une arrière boutique de 25m2. 
Il y a également une courette privative, un toilette et deux points d’eaux.

Cet espace est entièrement modulable, il a été pensé pour que vous puissiez vous l’approprier au mieux.
Le mobilier est démontable, composé d’un îlot central, de deux tables, d’un meuble bas filant en deux parties et d’étagères amovibles.
Des cimaises ont été installées sur tous les murs.
Vous pouvez coller des stickers sur la vitrine et les enlever en partant.

L’éclairage est sur variateur.
Vous pouvez enlever et ajouter des spots facilement, du blanc chaud et du blanc froid sont à votre disposition.
La vitrine est programmée pour être éclairée de 7h à 22h.
Les horaires d’ouvertures sont possibles de 8h à 21h30.

Un système de climatisation/chauffage est parfaitement intégré.
Le réseau internet wifi est fonctionnel dans les deux pièces.

Un ensemble hifi est composé de deux enceintes Focal, d’un ampli Marantz et d’une platine vinyle.
L’espace est pourvu d’une isolation acoustique renforcée.

Pour votre confort vous trouverez également :
- un miroir et un rideau (cabine d’essayage)
- des plantes 
- réfrigérateur, machine à café, bouilloire
- aspirateur et du matériel de nettoyage

La sécurité des lieux est garantie par une vitrine retardataire d’effraction, un rideau métallique, une porte blindée et une alarme qui alerte les autorités.
La vidéo surveillance est possible pour les locations longue durée.

A votre arrivée, l’espace sera entièrement nettoyé. Un état des lieux d’entrée sera établi et un chèque de caution de 2000€ vous sera demandé. 
Nous pourrons vous aider lors de l’installation à adapter la boutique à vos besoins.
A votre départ, le lieu devra être rendu propre, un état des lieux de sortie sera réalisé et le chèque de caution vous sera restitué s’il n’y a pas eu de dégâts.

Tarifications particulières :
Fashion Week +20%
Décembre +30%
Jeux Olympiques 2024: prix sur demande

Options :

- Collage de stickers par nos soins
- Fourniture de portants
- Matériel de Dj

- Alcool en tout genre car nous avons aussi une activité de caviste
       Nous pouvons faire une sélection selon vos besoins et vous paierez les bouteilles consommées.
- Verres supplémentaires

- Un sous sol de 25m2 avec toilette, point d’eau et meubles sur mesure. 
       Accessible depuis la boutique, pour les locations longue durée.",,,Paris,75009,Boutique / Shop,,Air Conditioning;Furniture;Counters;Electricity;Heating;Kitchen;Lighting;Security System;Stock Room;Street Level;Internet;Window Display;Sound & Video Equipment;Toilets;Ground Floor;Daylight;Raw;Whitebox / Minimal;Large Door Entrance;Multiple Rooms;Water Access;Smoking Area;Soundproof,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Photoshoot & Filming;Shop Share;Photo Shooting,paris
3450,32323,1,,5000.0,,,,False,,,Superbe Hôtel Particulier Rénové en Espace Créatif - Paris 8ème - Idéal Showroom / Événements d'Entreprises / Réunions,"Situé dans le très chic 8ème arrondissement de Paris, à proximité de la célèbre Avenue des Champs-Élysées, cet ancien Hôtel Particulier, rénové et réhabilité en espace créatif à vocation événementielle est idéal pour vos Showrooms, vos Lancements Produits, vos Conférences, vos Réunions d'Équipe ou vos Séminaires.

Disposant d'une surface totale de 310 m2, répartis sur plusieurs niveaux, vous disposerez d'une superbe lumière naturelle et de beaux volumes. Tout a été décoré avec goût, dans un style favorisant la création. Profitez en plus d'une cour privative.

Au coeur d'un quartier huppé de la capitale Française, cet espace est idéal pour toutes les entreprises ou designers à la recherche d'un lieu avec des beaux volumes, au centre de Paris et avec de l'intimité.

POSSIBILITÉ DE LOUER SÉPARÉMENT LES ESPACES !",,Champs-Elysées,Paris,75008,Mansion / House,,Electricity;Heating;Kitchen;Lighting;Stock Room;Internet;Toilets;Living Space;Garden;Multiple Rooms;Water Access,Fashion Show;Private Sale;Art Opening;Product Launch;Fashion Showroom;Corporate Event;Photoshoot & Filming;Conference;Meeting;Office;Photo Shooting,paris
3452,33708,1,,700.0,10000.0,900.0,4500.0,False,,,Boutique éphémère / Pop-up / Galerie/Showroom au coeur du Marais - très lumineux avec 8 m de vitrines en angle - Arts et Métiers,"Au coeur du quartier des Arts et Métiers dans le 3ème arrondissement de Paris, cette boutique élégante de 64 m2 située sur un seul niveau, est idéale pour vos Showrooms, Pop-Up Stores, Expositions, Ventes Privées, Vernissages, Événements Fashion-week, Evenements Presse

Située en face d’un café parisien branché et très fréquenté, l’espace bénéficie d’une visibilité et d’un trafic de qualité auprès d’une population parisienne, internationale et touristique branchée.

Dotée d’une façade minimaliste refaite à neuve avec une vitrine de 8 mètres linéaire, l’espace à l’intérieur épuré et minimaliste et au parquet en bois, complètement aménageable de plain-pied, est idéal pour accueillir votre projet.

Cette boutique est met à disposition les équipements suivants : 
-spacieuse zone en sous-sol pouvant servir de stockage;
-portants, tables, chaises;
-rails fixés au plafond (crochets et cimaises mis à disposition);
-machine à café, bouilloire, réfrigérateur.

Au coeur du Marais, à proximité des rues Beaubourg et Saint Martin.

Un parking public INDIGO se situe à 1 min. à pied du local.",,,Paris,75003,Boutique / Shop,,Air Conditioning;Garment Rack;Electricity;Heating;Lighting;Stock Room;Street Level;Internet;Toilets;Ground Floor;Whitebox / Minimal,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Conference;Meeting;Photo Shooting,paris
3453,35272,2,,1800.0,35000.0,1800.0,10000.0,False,,,Galerie d'art sur cour proche de la Place des Vosges,"Situé dans le coeur du Marais, cet espace haut de gamme et intimiste sur cour dans un hotel particulier historique, se trouve à deux pas de la Place des Vosges et de la rue de Turenne.

Composée d'une belle entrée, d'une grande salle d'exposition avec de grandes fenêtres type atelier d'artiste donnant sur une cour fleurie et arborée classée, la galerie est aussi composée d'une réserve, d'un bureau fermé ainsi que d'une cuisine équipée et de WC.

Cet espace typiquement parisien, au coeur de l'effervescence du Marais sera le lieu idéal pour un showroom durant la période de la Fashion Week ou des ventes privées par exemple.

Espace chic et unique, typiquement parisien.

Actuellement en travaux, il sera prêt pour la Fashion Week de janvier 2024 et peut être loué vide ou meublé.",,,Paris,75004,Art Gallery,,Electricity;Heating;Kitchen;Lighting;Security System;Stock Room;Street Level;Internet;Toilets;Daylight;Haussmann Style;Garden;Multiple Rooms;Water Access,Private Sale;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Photo Shooting,paris
3461,31825,1,10.0,825.0,,825.0,4500.0,True,115.0,,Appartement Haussmannien avec vue dégagée,"Situé à Gambetta, ce bel appartement Haussmannien, doté d'un double salon de + de 30 mètres carrés et d'une vue sans vis à vis et dégagée sur la végétation attenante au Père Lachaise, offre un écrin idéal et unique pour des shootings photo. Avec son exposition sud / ouest, la pièce est baignée de lumière tout au long de la journée. 
Mise à disposition possible de la cuisine.

Shooting effectués pour Free People, Bergamotte, Netflix (Interviews) etc.",,,Paris,75020,Apartment / Loft,,Electricity;Kitchen;Internet;Toilets;Stunning View;Elevator;Daylight;Haussmann Style,Photoshoot & Filming;Photo Shooting,paris
3464,32195,2,,300.0,5000.0,300.0,1800.0,False,,,Elégant espace situé au cœur du 7ème arrondissement.,"Notre boutique est un élégant espace situé au cœur du 7ème arrondissement. 

Open-space aux murs blancs et sol en pierre de taille, d’une surface de 20,50 m2, très lumineux grâce à ses deux vitrines, complété d’un dégagement de 9,44m2 menant à un espace privatif de 7,34 m2 (coin repas et sanitaires).

Local équipé  Wifi - Mobilier pop-up  store possible à disposition

Nous y accueillons : Expositions, pop-up stores, journées presse, show-rooms, évènements, shootings, etc…

Accès & transports :
Métro : Rue du Bac (ligne 12)
Bus n°39, 95, 63, 68, 69, 84, 87
Parking public : 9 rue de Montalembert (parking Bac Montalembert)",,,Paris,75007,Boutique / Shop,,Furniture;Electricity;Heating;Lighting;Street Level;Window Display;Toilets;Ground Floor;Daylight;Multiple Rooms;Water Access,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Photo Shooting,paris
3467,27636,1,,250.0,6000.0,270.0,1500.0,False,,,Belle boutique à louer rue Ramey,"Au coeur du village Ramey, situé Rue Ramey une rue passante, animée et joviale.",,,Paris,75018,Mall Shop,,Garment Rack;Heating;Street Level;Internet;Window Display;Toilets;Ground Floor;Raw,Art Opening;Product Launch;Pop-Up Store;Corporate Event;Conference;Meeting;Shop Share;Photo Shooting,paris
3473,11838,3,168.0,400.0,6000.0,1000.0,2500.0,False,,Galerie historique de Palais-Royal,Galerie historique de Palais-Royal,"Cette très jolie galerie de 70m², sur deux niveaux et pourvue d’une réserve de 15m² avec lavabo et toilettes vous est proposée en location Éphémère pour l’organisation de vos prochains Pop-up Stores, Showrooms, Ventes privées, séances photos, présentation d'un produit, Boutiques Éphémères ou Expositions…
On adore sa belle devanture toute faite de bois évoquant les officines parisiennes d’antan.

Nous rentrons et sommes conquis par l’espace raffiné.

Un parquet clair, de sobres murs blancs, une myriade de spots inclinables pour une superbe luminosité et cet adorable escalier en colimaçon nous menant en bas.

Là, nous découvrons une pièce voûtée, habillée de pierre de tailles, d’un sol aux tonalités caramel et vivement éclairée par de puissantes appliques.

Cette galerie est incontestablement une coquette alliée parfaitement modulable pour vous accompagner lors d’un large panel d’évènements et particulièrement pour des Showrooms au cours de la Fashion Week !

Idéalement bien situé au coeur du Palais-Royal et à 200 mètres du Jardin des Tuileries, haut lieu des défilés de mode, proche du Musée du Louvre, des grands hôtels parisiens et des boutiques de luxe de la rue Saint Honoré et de la Place Vendôme, cet espace profite d’un magnifique environnement et vous promet passage et visibilité.","Cette très jolie galerie de 70m², composée de deux niveaux et pourvue d’une réserve de 15m² vous est proposée en location Éphémère pour l’organisation de vos prochains Pop-up Stores, Showrooms, Ventes privées, Boutiques Éphémères ou Expositions…
On adore sa belle devanture toute faite de bois évoquant les officines parisiennes d’antan.",Palais Royal,Paris,75001,Art Gallery,,Air Conditioning;Furniture;Electricity;Heating;Lighting;Security System;Stock Room;Street Level;Internet;Window Display;Toilets;Ground Floor,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Photo Shooting,paris
3475,24664,1,336.0,1750.0,24500.0,2100.0,12250.0,False,,,Petit Corderie: Showroom 130m2 Haut Marais,"Ce vaste showroom est situé dans le quartier animé du Haut Marais. Cet espace vierge est parfait pour les showrooms de mode, les expositions d'art et les pop-up stores.

Avec une mezzanine et un puits de lumière tendance de 20 m², cet espace composé d'une superficie générale de 120 m² est impressionnant. Des intérieurs modernes composés de murs en briques apparentes blanchis à la chaux, de parquet et de projecteurs, l'espace dégage une atmosphère créative. Avec des installations comprenant une salle de stockage et des comptoirs ainsi qu'un petit coin bureau, cet espace peut accueillir une gamme de pop-ups de vente au détail. Avec des équipements comprenant une réserve, un chauffage, un accès Wifi, une cuisine, des toilettes ainsi qu'un petit coin bureau, cet espace peut accueillir de nombreux showrooms et autres événements privés. Cet espace est avantageusement composé d'un accès sur rue avec une fermeture en grille métallique. Veuillez noter que le lieu est composé des normes ERP, c'est-à-dire institution recevant du public.

Ce showroom sophistiqué au cœur du Haut Marais est parfait pour la vente d'accessoires, les défilés de la Fashion Week et les showrooms.",,Le Marais,Paris,75003,Event Space,,Furniture;Garment Rack;Counters;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Stock Room;Street Level;Internet;Toilets;Ground Floor;Bar;Raw;Whitebox / Minimal;Industrial;Large Door Entrance;Multiple Rooms,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Shop Share;Photo Shooting,paris
3476,34142,1,,1600.0,24000.0,,10080.0,True,250.0,,Espace atypique design dans le Marais,"Nous offrons un showroom unique, un espace d'événements, lieu de tournage pour photo et film ou lieu d'exposition / galérie sur deux étages avec une sélection exquise de pièces de design dans un cadre entièrement privé sur 165 m2. 
Un sens de l'esthétique guidé par l'harmonie entre la sobriété, l'émotionnalité, la durabilité et l'unicité.

L'espace est équipé de wifi, d'une éclairage connecté (Philips Hue, White and Color Ambiance), backdrop pour photo shooting, dispositif (rail) pour la fixation de tableaux, d'écrans ou d'étagères, rideau transparent et occultant, une cuisinette avec réfrigérateur et lave-vaisselle, 2 WC, espace travail / rangement au sous-sol, divers objets de design

Hauteur sous plafond: 3m80 - 4m10

""Nous avons cherché à créer un langage de conception spatiale et une approche esthétique qui fasse le lien entre la sophistication élégante du savoir-vivre parisien captivé par l'architecture et l'identité audacieuse, expérimentale et vibrante de Berlin, la ville d'origine des fondateurs - offrant aux marques un lieu précieux pour briller tout en restant fidèles à leurs origines.""",,,Paris,75004,Unique Space,,Furniture;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Stock Room;Internet;Toilets;Ground Floor;Whitebox / Minimal;Industrial,Fashion Show;Private Sale;Art Opening;Product Launch;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Photo Shooting,paris
3477,23565,30,336.0,,2500.0,,,False,,Boutique éphémère dans le 17e arr,Boutique éphémère dans le 17e arr,"Situé à l'angle de la rue de levis (10 mètres), cet espace est un endroit idéal pour une Boutique Éphémère ou un Lancement de produit.location minimum de réservation est 30 jours 

Avec une belle façade, cet espace offre une bonne visibilité et il est rempli d'une lumière naturelle brillante. Ce local dégage une atmosphère moderne avec des intérieurs contemporains de murs blancs et de sols en béton.

Située dans une rue très commerçante avec enseignes, restaurants et toutes commodités aux alentours, cette boutique est idéale pour les artistes et les designers pour obtenir une exposition dans un cadre créatif.","Situé à l'angle de la rue de levis , cet espace est un endroit idéal pour une Boutique Éphémère ou un Lancement de produit.",,Paris,75017,Boutique / Shop,,Air Conditioning;Counters;Electricity;Fitting Rooms;Heating;Lighting;Street Level;Internet,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Photoshoot & Filming;Food & Beverage,paris
3479,35312,5,56.0,125.0,3000.0,125.0,800.0,False,,,Local épuré bois 35m2 - possibilité de partager l'espace avec un autre locataire,"Au cœur du dynamique 2ème arrondissement, notre espace offre un espace unique où l'effervescence parisienne rencontre l'innovation et la créativité. 
Notre concept de boutique éphémère est plus qu'un simple lieu : c'est un carrefour d'opportunités pour marques émergentes, artistes et artisans désireux de partager leur passion et leur talent avec un public parisien diversifié.
​
Notre espace se transforme continuellement pour offrir des expériences uniques. Nous sommes dédiés à créer un lien entre les marques et les consommateurs, notamment en vous aidant dans la communication digitale, et en offrant une plateforme dynamique pour des événements inédits.
​
Notre mission est de devenir un tremplin pour les créateurs et les entrepreneurs, qu'ils soient locaux ou venant de toute la France.
Notre espace n'est pas seulement un lieu de vente, c'est un espace où les idées prennent vie, où les rencontres se font et où les histoires se racontent.

La rue Saint Denis est une rue piétonne uniquement le week-end, et bénéficie d un passage client important 7/7",,,Paris,75002,Boutique / Shop,,Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Heating;Lighting;Stock Room;Street Level;Window Display;Toilets;Ground Floor;Daylight,Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Food & Beverage;Meeting;Shop Share;Photo Shooting,paris
3483,15869,1,,4500.0,60000.0,,22500.0,False,,Magnifique espace près du parc Monceau,Magnifique espace près du parc Monceau,"Idéalement situé à 4 minutes à pied du Parc Monceau, ce prestigieux espace est parfait pour un Showroom ou tout autre type d'Evénement.

Installé dans un bâtiment classique avec une entrée privée, cet espace est élégant avec une ambiance sophistiquée. Cet espace bénéficie d'une entrée moderne et de ses nombreuses grandes fenêtres qui remplissent l'espace de lumière naturelle, créant une ambiance bien éclairée. Les intérieurs sont contemporains avec des murs blancs et des planchers en bois donnant à l'espace une sensation moderne. Bénéficiant d'une salle de stockage, ainsi que d'un petit espace de bureau, cet espace est bien équipé pour les ventes de détail et autre type d'expostion. La disposition modulaire et le décor haut de gamme ajoutent une touche sophistiquée à l'espace.

Cet espace est entouré de plusieurs magasins phares qui en font une opportunité exceptionnelle pour les marques de s'aligner sur les plus grandes marques du monde.","Idéalement situé à 4 minutes à pied du Parc Monceau, ce prestigieux espace est parfait pour un Showroom ou tout autre type d'Evénement.",,Paris,75008,Apartment / Loft,,Electricity;Kitchen,Fashion Showroom,paris
3484,28595,1,,3800.0,37500.0,,12500.0,False,,,Pavillon Rive Gauche (Niveau -1 & Mezzanine),"Location espace ERP, Saint-Germain

Ce lieu est situé à l’angle de la rue Frédéric Sauton et de la rue des Trois Portes face à la Cathédrale Notre-Dame de Paris, le quai Montebello et à proximité de l'Institut du Monde Arabe.
Le Pavillon Rive Gauche a été rénové et repensé en lieu ERP Type N de catégorie 3. The MR Agency vous propose un veritable centre culturel propice à une large palette d’exploitations artistiques et culturelles: expositions, vernissages, défilés, showrooms, salons et événements privés.

Deux balcons surplombant la pièce principale, idéal pour une régie technique, une salle de travail indépendante, une réunion confidentielle et un backstage.
Le sous-sol est un large espace de 190m2 accessible par un accès direct depuis la rue des Trois Portes, ainsi que par l'ascenseur PMR. Il sera idéal pour des spectacles, des conférences assises ou des showrooms et défilés de mode. L'architecture de cet espace unique avec 5,5m de hauteur sous plafond est mis en valeur par de nombreuses courbes et matériaux bruts alliés au marbre. 

Cet espace est conçu pour faciliter vos événements et expositions, il comporte un système wifi 300pax, des alimentations 380v, un système son et éclairage professionnel et un ascenseur-monte charge. L'équipe The MR Agency peut vous accompagner dans votre production avec tous besoins événementiels et techniques.

Ce lieu ERP à louer, prévu pour des manifestations temporaires, expositions, spectacles et conférences, bénéficie de classifications établies avec autorisation d’exploitation jusqu’à 2h du matin. Le ERP Type N catégorie 3 autorisera, post-Covid, une capacité de 150 personnes au sous-sol et sur la mezzanine (hors personnels).",,,Paris,75005,Event Space,,Garment Rack;Electricity;Handicap Accessible;Heating;Lighting;Security System;Internet;Sound & Video Equipment;Toilets;Ground Floor;Elevator,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Fashion Showroom;Corporate Event;Photoshoot & Filming;Conference;Meeting;Office;Photo Shooting,paris
3487,35177,1,14.0,2900.0,,3400.0,,False,,,Welcome  dans un lieu unique et inspirant,"Nous vous accueillons dans un lieu unique et inspirant.

Cet espace moderne et chaleureux met à votre disposition un grand plateau de 200m2 en RDC ainsi que 4 salles de réunions à l'étage en mezzanine. 

Le RDC en loft sous verrière est équipé d'un grand écran, d'un vidéo-projecteur et d'un système de sound système. Il compte également 3 espaces de call-box.

L'étage en mezzanine met à disposition 4 salles de réunions toutes équipées d'écrans.

Vous apprécierez également notre cuisine américaine toute équipée et notre espace salon cosy.

Conférences, team buildings, réunions, séminaires, shootings ou tournages, notre lieu s'adapte à tous les formats !

L'espace se loue dans son intégralité, et en location sèche.

A bientôt !",,,Paris,75011,Creative Space,,Furniture;Garment Rack;Electricity;Heating;Kitchen;Internet;Office Equipment;Sound & Video Equipment;Toilets;Daylight;Industrial;Multiple Rooms;Water Access;Smoking Area;Animals Friendly;Terrace,Art Opening;Product Launch;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Meeting;Office;Photo Shooting,paris
3489,34243,2,,5000.0,75000.0,7500.0,30000.0,False,,,Pop-up store angle rue des Francs Bourgeois,"Idéalement située en plein coeur du Marais, nous vous proposons cette boutique d'angle rue des Francs Bourgeois, rue Payenne, d'une surface totale de 237m² décomposée de la manière suivante :
RDC : 82m²
1er étage : 86m² 
Sous-sol : 69m² 

Local parfait pour les marques qui veulent de la visibilité et un emplacement exceptionnel de 1er choix.
Local climatisé",,,Paris,75003,Boutique / Shop,,Air Conditioning;Electricity;Fitting Rooms;Handicap Accessible;Heating;Lighting;Stock Room;Ground Floor,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Photo Shooting,paris
3491,27723,5,28.0,500.0,4500.0,,3500.0,False,,,Cosy Boutique - Marais / Arts & Métiers,"Située dans le 3ème arrondissement de Paris, dans le célèbre quartier du Marais, cette boutique est idéal pour vos Pop-Up Stores et vos Expositions d'Arts.

Entièrement rénové, ce local dispose d'une surface d'environ 34 m2 facilement aménageable grâce à sa disposition en rectangle. Murs blancs et noirs, carrelage gris au sol et équipé de spots lumineux.

Entourée de détaillants de la mode, dans un quartier riche en histoire, cette unité commerciale est idéale pour tous les créateurs et artistes à la recherche d'un lieu discret et à proximité d'axes importants.

** Cette boutique peut être louée avec l'appartement au-dessus. Suppléments à prévoir **",,Le Marais,Paris,75003,Boutique / Shop,,Air Conditioning;Electricity;Heating;Kitchen;Lighting;Street Level;Internet;Window Display;Toilets;Ground Floor,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Meeting,paris
3492,34807,1,,2400.0,,2400.0,,False,,,Magnifique appartement vue exceptionnelle sur Notre Dame,"This 165m² apartment, accommodating up to 35 people, is situated in the 5th arrondissement of Paris. It boasts breathtaking views on both sides, one overlooking the iconic Notre-Dame Cathedral, and the other, the Seine River and Square René Viviani – offering you a quintessential Parisian panorama. The apartment is flooded with natural light from its south-western orientation and is exceptionally tranquil thanks to triple-glazed windows throughout the entire residence. Located on the third floor of a stately stone building, it also features an elevator for your convenience.

This unique Parisian haven serves as the ideal setting for a myriad of professional activities, including workshops, seminars, meet-ups, and productions.

The apartment is divided into six distinct rooms: a spacious and elegantly designed corner rotunda living room, a generous dining area, a fully equipped kitchen with an island, a Master bedroom with ample storage space, and two ensuite bedrooms with double beds. Each room is equipped with climate control and a Sonos sound system. 
Furthermore, the apartment boasts two balconies – one accessible from the living room and the other from the kitchen, both furnished with chairs and tables for your comfort. 

It is not possible to sleep in the apartment and rentals are from 8h30 a.m. until 9:30 p.m.",,,Paris,75005,Apartment / Loft,,Air Conditioning;Furniture;Electricity;Heating;Kitchen;Lighting;Internet;Sound & Video Equipment;Toilets;Living Space;Stunning View;Bathroom;Elevator;Daylight;Haussmann Style;Multiple Rooms;Water Access;Smoking Area;Terrace,Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Photoshoot & Filming;Conference;Meeting;Photo Shooting,paris
3495,30023,3,336.0,400.0,7000.0,420.0,2000.0,False,,,Boutique de 50m2 à St Germain des Près,"Très belle boutique d'une surface de 50m2 proche du café de Flore et d'enseignes prestigieuses : Etro, Brunello Cucinelli, La Contrie, Ralph Lauren etc...",,,Paris,75007,Boutique / Shop,,Air Conditioning;Electricity;Fitting Rooms;Handicap Accessible;Heating;Lighting;Stock Room;Toilets;Ground Floor;Raw,Private Sale;Art Opening;Product Launch;Pop-Up Store,paris
3499,35485,1,,700.0,,800.0,5250.0,False,,,Galerie d'art au coeur du Marais,"Magnifique surface commerciale de 80 m2 dont 40 m2 de cave voutée aménagée exploitable avec 4.50 mètres de vitrine.
Situé dans une rue passante à deux pas du centre Pompidou et au cœur du Marais, il s'agit d'un espace idéal pour vos pop-up stores / évènements.
L'ensemble du local ont été refait à neuf, vitrine, sols, murs et plafonds.

N'hésitez pas à me contacter pour discuter de vos projets.",,,Paris,75003,Art Gallery,,Electricity;Lighting;Stock Room;Toilets;Ground Floor,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Photo Shooting,paris
3501,19400,3,,400.0,8000.0,500.0,2500.0,False,,Jolie Galerie près de Pompidou,Jolie Galerie près de Pompidou,"** Pour la Fashion Week et pour les saisons HORS Fashion Week , l'espace doit être loué pour 3 jours au minimum. Si vous allez le prendre le week-end , le Vendredi devra être inclus**

 Situé dans le quartier chic du Marais, cet espace de vente créatif est idéal pour un lancement de produit, une vente privée ou une salle d'exposition.

Avec une belle façade et de grandes fenêtres d’affichage, cette galerie d’art offre une bonne visibilité et l’espace est rempli d’une lumière naturelle brillante. Cet espace de vente au détail haut de gamme est moderne avec des intérieurs contemporains aux murs blancs et deux plateaux de 21 m² chacun. Le premier avec de hauts plafonds et des poutres apparentes, et l’autre avec une belle cave voûtée en pierres apparentes. Cet espace offre les commodités de base, y compris une zone de stockage, et peut accueillir une variété d’événements de showroom.

Entouré de détaillants de mode et de galeries d'art populaires et situé à seulement 2 pas du Centre Pompidou, cet espace est idéal pour les artistes et les concepteurs qui souhaitent se faire connaître dans un cadre créatif.","Situé dans le quartier chic du Marais, cet espace de vente créatif est idéal pour un lancement de produit, une vente privée ou une salle d'exposition.",,Paris,75003,Art Gallery,,Electricity;Heating;Lighting;Security System;Internet;Toilets,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming,paris
3503,33218,3,84.0,800.0,20000.0,800.0,4000.0,False,,,Studio / Gallery near the Galleries Lafayette,"Super well located, in front of the Galleries Lafayette, this 80 square meter space has been renovated in totality.
Ciment floor, amazing adjusting lighting and hugh windows allowed you either to show from the exterior your products with planing your fashion show room using an easy access from the street.
The courtyard is existing, very parisian Hotel Particulier and full of green.
2 toilets,  big storage place in the basment directly accessible from the front space.
A shower and kitchen is also part of the space.",,,Paris,75009,Event Space,,Air Conditioning;Furniture;Electricity;Fitting Rooms;Heating;Kitchen;Lighting;Stock Room;Street Level;Internet;Window Display;Office Equipment;Sound & Video Equipment;Toilets;Stunning View;Ground Floor;Rooftop;Bathroom;Daylight;Whitebox / Minimal;Haussmann Style;Large Door Entrance;Multiple Rooms;Water Access;Smoking Area,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Shop Share;Photo Shooting,paris
